"Data Source","World Development Indicators",

"Last Updated Date","2016-10-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Early-demographic dividend","EAR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","201209499011.782","211009632452.101","220878425892.448","233321681278.565","255530647126.783","275830192055.339","299616760866.292","330539530076.671","402834814037.33","529881529607.44","656275412730.008","731973655346.504","769371935380.593","849176849199.641","1012225501818.68","1227460364821.56","1421132128992.16","1420978230432.1","1366291960837.38","1337562755686.96","1358344538413.78","1424146492896.52","1537662433276.25","1640295508655.99","1630335411435.06","1740650497315.17","1845758857993.37","2084042728320.34","2254042502236.37","2408079528294.87","2490416098216.73","2663073461776.39","2807947394111.15","2783005654652.9","2865814609481.27","3071033387605.29","3159781427575.13","3126203762252.02","3392675028816.1","3934998338541.95","4603980050733.29","5230030479469.05","6041015448297.91","6865727569215.47","7225056495989.12","7981776376582.79","8756489528219.52","9733555893148.17","10230173383889.7","10409319661749.1","10341024948446.4","",
"East Asia & Pacific","EAS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","149943776006.83","168041445706.456","192417919952.665","218110820862.961","246641382025.62","266084992364.813","295905086624.736","345951449632.812","387962211796.429","436061020069.342","525897561244.201","683251457344.144","846729232631.954","1006856034748.92","1061240063322.55","1167262197861.16","1401882398219.71","1725547583292.68","1990733045479.54","2102516509146.27","2062627557458.96","2037760903416.53","2129324274341.2","2317463365609.25","2697005590197.16","3331227204524.58","4332856861645.11","4735672652068.33","5011363141524.96","5269915530723.13","5709606762202.09","6278016313836.35","6951941589484.28","7872960294549.4","8336061105662.01","8215067790331.3","7240312826135.53","7239660080274.46","7696307999318.03","7942580327518.76","7926317984586.12","8384626595763.4","9498198925260.25","10460072277822.3","11157058404310.1","12054031122410.1","13251773475718.6","14081775566539.6","15944799386327.9","17765831877101.8","20034154011272.3","21471416284055.9","22040810131014.9","21885755685898.5","",
"Europe & Central Asia (excluding high income)","ECA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","889172114676.958","843998847122.021","815910931696.722","732474700264.27","745281799859.214","750179182433.056","778804938450.45","717024340293.684","663172544545.308","693943252228.865","663046938925.753","723387054193.223","855388433089.647","1122705590343.25","1446398024211.98","1797275455882.81","2239094521321.95","2745953345117.73","2714415397884.81","2924089122652.58","3166128121709.69","3607342458768.09","3949126686257.18","3929016749230.24","3383854360540.19","",
"Europe & Central Asia","ECS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","1290266711539.89","1647748236103.98","2025025718672.32","2351346104676.53","2504458288376.14","2690143839530.46","3060261037545.43","3807996645203.46","4587877516294.95","4638736124399.79","4271801494403.81","3843451958403.18","3729920608704.74","3740382869779.64","4303100392534.4","5472676687884.43","7061502290758.17","7585670078068.53","8185273902593.85","8735702922491.62","9676975589793.08","9561158540776.81","9747148607436.58","10246746538119.9","10847587049324.3","11019602130425.8","10691776872400.4","10597763998460.6","10686114899680","10351796207718.8","10316611927947.8","11710608363444.7","14304725167585","16649926628063.5","18101139136383.6","19704366574199","21514441946694.6","21363291939619.2","21649041625367.4","22100602047571.8","22420165037073.3","23061665418608.8","23106308885174.1","21924082797280.5","",
"Ecuador","ECU","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","1007783534.29349","1030339811.20649","1115031335.02248","1455264438.86676","1855454338.12845","2583205315.62029","2673951704.98414","2952248350.82375","3132279752.78787","3192852152.24165","3268070659.90278","3961309376.77783","5613338758.27074","7646363527.70352","9269709546.42245","10073559996.1586","11832916553.376","14208624587.3271","17035555750.0781","20322692935.1287","20369714856.3989","18422217647.3988","17000624272.0804","16511926022.3721","16471888800.4564","15628842128.3428","14853335654.3579","13822850622.248","14025773097.3235","15529361446.8086","17135233623.1408","18263067072.5431","20372286005.2221","22580889671.0653","24339953427.7738","26063045890.6579","26353511405.9407","22149889064.8469","19446095329.8549","19915456375.7321","22713803159.5564","28268122534.3429","34628972713.3594","39774777809.7543","43594533525.1644","47259892795.5087","56061411325.9028","60035908215.8072","65928998850.6736","74302263881.2257","83361658624.6192","90970680178.1502","96859067879.8701","97059209211.7371","",
"Egypt, Arab Rep.","EGY","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","5528899081.36559","6009187995.78363","6759319649.39888","7579843299.81494","8269098557.13216","8999443500.99116","10041055677.4501","10788282178.9821","12333369767.1063","13638777514.6601","15453487622.3624","15961440999.4874","17827167565.101","21724640980.0685","23583528876.2355","25121415838.501","25560703995.4338","27403176634.4363","29777659546.2218","32521736544.5177","41120100145.2539","42931424183.9638","42821412810.4842","42479446509.2065","41972721599.9885","43515364337.6119","44296528961.3265","49945378170.7082","57335055255.4667","64970045408.714","73493057112.1615","79460854453.5094","88467464160.5527","97275157182.7924","100574743100.509","96330759212.8629","92984744619.6894","90582723650.5504","92773209179.3017","101663913447.843","120047079156.992","146922010315.81","172114566039.977","196206301290.033","216759301207.193","244345683853.615","266171815335.509","287682504200.603","305861053813.242","",
"Euro area","EMU","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","295651563547.189","326249446176.804","362811725700.624","404298795677.777","446725854761.404","487930297166.985","534644276972.989","591054877134.971","649664148319.614","717841835501.951","841477584129.931","1086758576960.53","1354662987415.43","1571782450320.18","1674892602890","1805780736282.33","2059780667119.49","2565295560213.64","3091524306404.51","3073486770351.27","2792096231492","2494249562253.25","2428900742990.13","2436252588158.95","2817920748503.38","3609869553479.25","4706468896025.25","5069127046475.09","5490885258143.85","5905076280080.71","6660389155430.26","6583651006079.44","6773297378367.29","7150946802477.34","7573267581801.45","7584917691760.33","7266270013368.92","7155017396597.17","7112388218147.87","6840059603547.71","6706025742401.46","7598958117593.04","9284198378996.88","10695514700206.1","11456016111065.4","12244401390896.5","13239813350610.1","13295670165987","13387161026236.7","13518681874525.1","13193230119231","13289019971822.9","13241867332175.1","12707290027491.3","",
"Eritrea","ERI","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600670890.033276","600478396.385702","653043066.564363","708238131.919786","723779021.878029","704156534.743694","696072845.230783","742638741.02678","749383257.9641","778771884.447063","922192926.181596","1100996798.60081","1183884595.78872","1244706195.43845","1252035686.31288","1501264214.51896","1792118045.90974","2313033852.03835","","","","","",
"Spain","ESP","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","15590150082.2835","17979543841.4073","20166761185.1894","23299386117.8836","27029896903.8894","30406405492.6206","33422973182.5024","36985594977.6621","39623089611.1581","44846289855.7694","55114898827.4832","73038048179.6344","96790621276.6081","116124819956.165","124191849049.306","133148098367.047","149035030566.378","186420069584.198","233171116453.271","238589553018.38","215987590594.856","185537206189.382","175760152155.468","175400607830.054","208650742475.302","275237980582.201","365272665236.175","415974910575.602","474882281405.105","534252400427.758","611783071371.207","591477413099.978","572960741703.871","589507144874.594","621416302023.416","634263195194.939","621768437516.262","625194954864.722","640371412821.725","634863774809.222","645590510808.587","761904647968.544","949229144282.425","1132096192043.94","1241640619722.97","1353031131762.29","1490974736072.1","1519338869697.64","1496363099943.94","1455758239144.58","1396220521160.92","1376929140496.39","1365486374451.91","1324057036351.02","",
"Estonia","EST","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5799700087.17784","6000207195.5974","6370464697.06122","7832227118.40748","10191532420.8825","13157673969.5458","15487840234.4745","18104312099.1071","20117218756.501","19307662706.9918","19406455289.4936","21080353759.4893","22538528917.151","24234843418.4898","24945701162.7336","24248727798.3423","",
"Ethiopia","ETH","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","8177251852.58781","8021911904.31067","7842945610.80419","9595625104.61855","12154127956.3809","12192104396.6165","11833494724.8378","12294356405.5571","12270070223.6239","11447320877.2647","11400517947.7987","9098295680.7287","8359529603.29881","8709379049.03032","8749819778.1921","7969964500.26972","8003894079.84869","8282808161.21496","8565169694.80663","8244554536.68721","8231634991.85734","10032643823.7982","12291510933.8849","14407106797.3601","17783871681.1864","23011340073.9446","28930389371.3394","33247716569.475","35237153541.1697","38143234740.3837","44574863491.6414","53620709600.7234","58862952811.3608","",
"European Union","EUU","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","854262113589.12","947155600278.418","1109676965140.95","1419130565621.55","1739489849018.82","2011649660925.06","2135124869665.21","2291233114977.69","2608829516486.7","3250825545536.39","3929984700317.97","3969593454250.45","3657948501481.86","3282758108187.28","3178376807642.7","3182840737133.28","3667084449381.87","4673624358076.47","6056378467280.43","6515124402901.96","7030693159926.08","7516744610127.6","8446647191568.34","8354815404946.28","8609558903773.01","9065306031848.64","9624971602542.04","9758323276481.2","9520046787060.86","9493681000842.02","9544347088674.73","9250951533317.44","9158295306551.17","10359978057988.1","12593545540794.7","14527471466541.7","15598266744010.2","16749631262998.8","18048899477063.5","17868154440588.1","17871831161311","18044649255694.1","17824867084014.4","18064858823552.9","18129467313879.4","17550231536525.6","",
"Fragile and conflict affected situations","FCS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247024069185.127","293101462524.691","335040416678.959","400940224931.822","493162157945.617","551854550586.107","600019777625.716","580542040052.174","725297607795.392","789899783494.134","781157331655.845","739869417798.656","",
"Finland","FIN","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","6166011016.59257","6659535607.88397","7377415818.7366","8275717549.43325","9012167271.55537","9488694557.16972","9646755513.00775","10474257505.0013","11367359074.2432","12420046802.0319","14710178563.9767","18796188105.7049","24081362293.1672","29768052793.376","32303323631.0774","34055547826.4696","37587356526.8734","45438168774.9168","54705880652.7239","57505821203.845","56452539441.9886","52618645872.3398","52683773407.7419","54556333051.5661","63988515480.752","81257066986.4932","106554290682.684","119698629488.722","129671601288.623","125789654399.482","121844433787.333","104750906657.033","102648468461.57","112524789469.043","127950455422.951","137001266082.231","132920530969.185","134507954240.674","136751012170.655","133722027532.582","132678993546.253","149510376923.03","184041072776.512","210375644530.501","225091048559.784","243509116767.404","265228146847.995","259416667534.078","264591064896.928","268939518735.005","263522224919.238","266921917389.34","266673624810.902","254151253658.066","",
"Fiji","FJI","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","118871576.384871","125014439.046492","135680668.347724","135623163.49921","145205933.236141","166346898.939728","174028047.597531","177185060.215593","207221434.76545","235244739.386158","287567748.922152","397090961.193838","527329656.193266","644322234.923206","719564382.334461","775855480.911932","831473433.277304","1030017027.32595","1185070774.35779","1326059001.94768","1202947113.11207","1085998810.3329","1164462895.78593","1127319578.96901","1284852048.79537","1279255755.34125","1293550979.06461","1295223032.2177","1306438596.04562","1315215799.67583","1482710765.71818","1577922539.02709","1707714497.65354","1906009211.77934","2090344429.75318","2048850168.51704","1837664945.84859","1899042797.55799","1812796971.61472","1744288580.81436","1768004440.64864","1977875668.19657","2482547405.87812","2953066363.36803","3000663454.3536","3197679100.07851","3387428150.66961","3295947096.65481","3139459245.54711","3130491108.04512","3512309922.59458","4105381391.69843","4314127245.03525","4279626551.7008","",
"France","FRA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","75160418254.0452","82897515069.3228","92738836781.4545","102258652329.856","111779091402.611","120642303536.189","131440173182.924","145474462117.943","156514183093.101","169924435467.093","194462122028.598","250471954954.741","311508006007.513","363686217853.05","388349887479.515","426531301035.991","484125754860.703","595714798946.043","723636977857.235","733911936590.643","673647420295.227","588000451444.788","555931432556.896","556456328481.07","648578089734.468","832742630091.518","1072151189096.39","1135394057036.04","1208801850464.85","1261852248973.14","1412966873254.07","1404379823948.27","1456430174067.48","1542564165663.84","1629615708454.52","1624358701006.32","1562756132739.9","1546439337559.64","1532033801062.92","1469142323665.24","1432377360686.73","1619610170851.11","1975203971468.98","2274736372754.33","2414820235743.29","2576641530195.57","2800864274295.72","2831553136534.84","2847703239049.35","2889303973491.92","2824712664039.76","2869541897786.15","2847393949546.1","2711407786678.71","",
"Faroe Islands","FRO","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220592345.844274","225447824.882724","237510216.730717","232471657.096996","229062627.256615","217459686.376827","221912602.87584","237757151.263219","241418916.027014","242421780.510585","254401514.031606","260128731.445745","271197857.463416","269296996.951428","267940202.847441","267054199.038046","288263585.614181","296934877.12754","315153357.054811","332962985.9788","339945997.626669","333414566.315933","","",
"Gabon","GAB","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","170841075.988799","212043824.891265","176613128.96042","194223374.955326","228929496.420479","241325786.036725","262662268.460056","304356269.235111","336785947.1209","368968936.726421","419198222.427973","564468360.271381","1078590448.04918","1856414001.86976","2941692125.69931","2709185262.15971","2135476614.46474","2491821464.19363","3336537320.45745","3937952281.22619","3695130922.19708","3341475691.47647","3467392250.13112","3193851655.43741","3268387091.7029","2993634271.50851","3732911306.55061","4229284629.57444","4576829243.28014","5045421382.48617","5133321392.51069","4562821079.31532","4369730592.10095","4239251640.34981","4562033053.01559","4877424252.20631","4615101410.29349","3933969198.27736","3800818497.27991","4307139621.00257","4637395869.21225","5103120125.11482","5821422178.33492","7684232234.0858","8098171075.76031","9547805909.55566","11018036247.4888","11878816705.9312","12717327221.6851","13648521828.5605","15885667435.5529","16951953710.4847","17561958858.6918","15895152585.0468","",
"United Kingdom","GBR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","127144444406.735","142915668714.525","167176580546.416","204460766430.008","228527469575.89","255540198930.813","262844474678.857","274153023768.978","311141241791.657","396520137842.228","500000777265.953","558630505849.908","558928535673.146","517200987300.584","486901577096.401","482150316558.428","540741671422.36","672816703451.365","858262089491.55","924048258990.721","988431139908.497","1034983930730","1151587177842.07","1149204107917.9","1181324199610.19","1206071423318.55","1272839635597.01","1364796235436.5","1451323210651.21","1535709631896.96","1613437235527.3","1608996277280.74","1637670654730.29","1823553937406.21","2168197131509.3","2485734583532.66","2645488622709.76","2835805297202.14","2904223573635.81","2666938628886.87","2540957130680.13","2542593469517.85","2612525231558.71","2695974333834.52","2800694351406.74","2823301057167.33","",
"Georgia","GEO","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3672829938.38651","2658632999.63713","2468775264.9969","2574034114.56176","3012401013.01494","3572701754.98321","3701252809.15848","3472065281.42464","3297993072.49015","3151026226.03807","3362800293.76106","3926312165.30399","4749361436.54067","5916363292.12649","7399638605.15066","9162154541.689","10746179746.3393","11152230864.9398","11772228672.3657","12781901888.0546","14800794168.6863","15992307030.6175","16730244816.849","15300892451.0162","",
"Ghana","GHA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","1359452015.44783","1464929916.55679","1597950983.38998","1803856867.6449","1950437696.44779","1987018300.8988","1860280158.59213","1903972100.70486","2163409886.46006","2423202959.59752","2374066751.50627","2637901462.43399","3074454166.39095","3005564118.88472","2918968602.43753","3132021896.97087","3678042272.09049","4116343280.95385","4642444508.80606","4626812725.27271","4160767420.75272","3797816658.16762","4214656778.2043","4493259396.66088","5177333550.24245","5663458262.87365","6085104483.91231","5765045089.26116","5849637029.43177","6301050070.15922","6775699111.05401","6714089652.40446","6202453472.43409","6287984432.55001","6597351429.32244","6985200992.12728","7122410601.39084","7391216457.2305","6465615375.55177","5838724980.92658","5507626443.94903","6555649347.65986","8152799565.4847","10029517557.9123","13314015085.2837","18132864962.9823","26965240118.4973","28651383717.2429","30539795468.9294","35158202354.7146","40125926512.7403","45546215311.1581","42652664234.7052","40615117633.1288","",
"Gibraltar","GIB","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2367833545.70345","2415534161.75851","2587765889.05217","2737324757.44078","3084940562.21275","3382906565.27802","3505269374.81453","3669091556.36508","3842455079.54393","3888016825.21538","3691025207.72763","3591982843.1484","3325081119.75458","3057709362.28598","2990772246.18725","2968635316.57819","3339916922.48149","3271616054.63338","2964159069.26473","3129540166.69336","3577981535.54968","4105775745.65204","4298332246.94533","4582155357.31118","4998821837.01873","5423556700.74118","5773147238.09091","5976720785.97186","",
"Gambia, The","GMB","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","48395287.5069495","48347442.9454709","50731129.4666965","53545338.8539414","58337466.6356615","74418312.0068932","94624122.1062697","123052920.923869","131068882.94351","137836883.860667","157980291.320829","192231775.546184","242710771.978064","254051691.169972","228670007.751376","212992110.843055","209584943.444801","226473972.725844","237978605.275742","267680385.217784","265450587.876433","276036924.282124","292371831.364842","392770654.692264","538927935.55881","753790932.291272","755431347.549534","783890172.947536","817288818.55164","827318772.363318","820170900.947685","818538765.775724","821354094.413302","758143773.915492","624788689.99512","572473266.318677","586184617.038778","576654011.121639","612361677.227371","688885243.702734","832635025.139956","957249048.644557","1000942153.84934","906727838.295504","936721911.541671","938445668.039124","878172422.232469","","",
"Guinea-Bissau","GNB","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","90224341.4003256","99052861.9776924","112191893.661042","127834796.787617","117155196.868741","110589562.778625","126867259.705044","138611554.228653","115103820.685788","148700433.514736","158730773.724939","157219950.620536","159166211.58989","172173111.750313","142858783.012289","157419024.950287","170460591.813182","197040401.120221","218659529.841006","243610181.574085","243777425.604064","236932964.712368","233414314.238446","243578116.935917","265377752.376815","272444688.379715","184428975.597906","191831730.967167","251677726.621865","307068106.087871","379389779.809846","423577325.692208","500050112.511761","575312331.846204","607210023.800137","657901495.891046","742357071.130597","829397208.9514","888416237.21241","998227086.218493","1004356302.67171","1050050073.70283","1061592558.79221","1086467649.66978","",
"Equatorial Guinea","GNQ","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","36066566.8266809","38955852.7584745","43691834.0610094","52142728.3418928","60976907.9875485","80417724.7261732","97125429.0491114","93336685.825554","110248033.011649","115578837.146232","168077002.17494","169594194.810403","128928603.546815","124299518.919041","184027231.081475","467190635.231726","390864170.075351","474644000.727242","466800820.727961","571054434.867203","834424406.200257","817747261.28852","1235368024.27764","2915838580.57637","6016819533.71959","8064334380.0752","9023919246.49006","6151369789.61869","5743832830.66829","7296392944.41182","9643791556.43716","9478737785.85322","8379870057.81991","6586808428.34979","",
"Greece","GRC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","5308425741.77444","5985240969.339","6688985549.34986","7587863091.57789","8445657593.77715","9256588287.3758","10283839541.4563","11648283889.2609","13151301547.7614","15008571716.5418","17725923199.6981","22207126323.8883","25457930455.195","31434311292.9779","34440220595.6434","36586744631.9878","43305997408.5933","53821822423.4995","62537861559.205","61865590798.5821","57728115422.8936","51910868282.1318","50762915969.8489","49724601964.879","53293908019.3241","61258463997.611","76075363353.3633","83695198232.8405","91372668936.7779","101488316455.004","116309218837.309","116360305798.586","121843091797.3","130914034539.015","142245146135.387","150136149048.02","147826406431.398","143757862236.951","143859767097.24","141706343759.272","143185211402.455","171303746794.759","214191324540.845","249716851189.422","270099686847.511","290973330411.119","316963743730.238","325252402248.269","307846165747.617","277868326511.794","263547513099.585","250095172038.513","240114232240.046","219629260244.101","",
"Grenada","GRD","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","78821630.5356116","","","","","","","137270021.203817","169259639.607649","187801051.626553","205145679.556721","216413651.691227","234516734.146462","244160596.126559","243632809.531627","257335517.899754","267141241.95426","281331209.963184","290641289.199314","302439659.837096","338782177.540304","392272388.691707","421264951.109557","482366734.330565","549948147.639675","558195564.996851","695779359.75659","674463329.318964","718669285.968302","766118125.921056","710370187.113958","737605865.956819","754375598.628965","755252628.54502","795560087.712693","858847711.311382","900678508.041097","",
"Greenland","GRL","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","91193965.5197338","119514766.790923","154791537.094852","188679630.061542","215164627.086442","254081702.512073","303281050.306963","374478375.700274","465588446.596479","464170688.314475","413199053.485184","378799782.510098","355152980.212921","375749371.262935","456925448.335978","620304560.601923","831084819.966566","938472929.493386","872243879.501562","916232325.65166","964286994.991266","916413596.95992","989665376.274094","1086183815.90668","1161809045.41594","1150309952.23207","1146643814.57284","1107439590.775","1140084238.80795","1092761273.4345","1061819037.42485","1209716394.62177","1469857232.36327","1706351096.2855","1677100329.73285","1985621765.3888","1408346374.53228","1086669065.333","","","","","","","",
"Guatemala","GTM","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","1136418615.01441","1251542612.42158","1313752328.47087","1374380381.38521","1434175233.40282","1480672814.69319","1624809198.73194","1732144509.99745","1889131397.49369","2035851049.72324","2237039796.56635","2627027883.37353","3210083443.2762","3749063800.26271","4306949155.8387","5103083972.57078","6039555551.286","7273369472.74456","8313657066.81418","8795050472.70955","8493004574.20113","8310266140.34439","8671392573.11782","9183873916.0103","8688551116.32971","8502726266.20873","8423266943.24493","8587527390.84726","8481193291.54154","8996266233.96541","9850624205.52212","11176636170.6089","12330961442.3992","13959382254.6271","15213706432.9791","16579060390.1651","17896745375.1742","18720838937.0752","19387076629.0749","19122636604.0169","19718619400.4328","21102298202.3498","23787990406.168","26273484712.4747","28912699533.1696","32432956594.5972","36161526730.2314","37401517479.8583","39475103585.5565","42577868740.6572","47188077935.9","51678370364.8842","55024847223.9099","58636219449.4009","",
"Guam","GUM","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","170367400.872143","157436710.413045","179821813.309669","204812013.42169","213848106.971127","229866583.727219","227979646.054551","244886953.313597","252992917.935448","272274418.510258","284771706.843588","313141594.108427","399681854.842744","506949277.829385","501229348.442402","462856500.106294","475034575.622216","518255876.108248","592925697.492223","575104462.332567","457232720.198578","394458204.901702","362411225.127139","388064090.217671","399540014.655094","345332801.897499","350683810.440799","267749967.043798","279656633.160572","280438739.392252","312771127.895352","361761881.932761","444651617.211044","534187165.334583","630000211.00584","668585454.41866","646148925.405255","658962940.226062","654468322.004538","645178183.161138","657783026.797079","680652833.596721","695620535.372697","785813287.678463","998057930.444731","1332741937.7359","1805942068.27563","1986031602.31316","2185000254.06518","2410993364.6512","2734044908.38593","3002138310.16846","3076005991.55611","3140468542.01092","",
"High income","HIC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","1198395214338.85","1283010483091.53","1394641980483.31","1529159443738.32","1685248026804.47","1809392373732.58","2000449267933.73","2197167652550.29","2377934816422.87","2615775105645.3","3020962185457.52","3726118821662.5","4401810464441.86","4973803352538.04","5326328438804.95","5756754833906.97","6620322254330.67","7990684945498.04","9290090696843.61","9759902275851.74","9376283209779.89","9063125916367.49","9459818436850.97","9969201600246.57","11283370189859.1","13587244378263.6","16641828221530.4","17686983277986.9","18655121555101.4","19551836537489.7","21373381555352.9","22051577944642.4","23307522999624.9","25047806605141.4","26371025565854.8","26689708547575","25829275637053.1","26305560159243.1","27537272790857","27702503373805.1","27732645562423.3","30085646585587.4","34573502804429.3","38341930582361.8","40576672622897.9","42508621578667.8","44725168424623","44248104545927.8","45645699204929.1","47372278760757.5","49224043583387.2","50381657001686.8","50417147136917.1","49109691335688.4","",
"Hong Kong SAR, China","HKG","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","2654159393.58773","2811497625.33698","3245764376.13497","3692360626.63011","4296827600.67995","5379750253.78676","7428494116.21574","9422384902.94884","10915300569.6564","13093410487.7511","15312604791.3176","18323984152.4804","23181744330.0584","29010169266.6701","32986982871.5503","33131348554.1493","31467679707.3536","33314666216.2965","33246482863.7065","39938886563.3605","50687548435.4785","60609265242.8622","65684764512.1138","72224245448.9195","82360336448.0461","96083439976.1607","115022488471.919","131378472302.9","144638726482.808","154560196484.184","168153875499.437","162306980712.241","170435935556.49","179502681852.772","176950095716.539","170419923152.769","177284939331.972","190747132292.444","196860525867.364","207670031494.222","221789087651.615","236230439305.088","225575691573.86","236167827635.556","252373303175.194","259861578924.185","276869650129.499","291988145363.416","299516344628.301","",
"Honduras","HND","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","377579727.425581","401186694.494899","437497473.555764","491160324.353374","537855941.634248","580228708.89134","638909097.790975","666668061.460267","709589451.080549","749014096.479789","820262200.088316","950881712.907372","1086298079.04843","1195857262.57105","1334556332.02748","1550490402.83219","1875756825.03294","2225364716.77683","2508415428.54906","2769006216.88408","2697087133.60876","2727001293.63983","2973529991.16648","3308917185.57021","3610947249.68801","4171787751.44664","4446963113.02132","4150268716.12875","3398820185.47922","3112490494.07442","3162493207.05849","3456881823.99238","3415812247.13887","3580851427.54802","3794396743.4858","4219857718.54339","4475891641.41545","4804058704.74416","5769253419.76722","6549209435.82877","7351705594.30063","7937352763.08009","8727536645.91823","9542118832.01135","10297729232.7152","11553219461.2922","12914964794.0264","13585779139.3981","14429380666.5409","15911337091.9255","16986695277.1386","17685868394.3326","18084033435.6886","18361664575.881","",
"Heavily indebted poor countries (HIPC)","HPC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","27511103894.3747","29262728118.6978","31408819668.4355","36396604491.1687","46279249267.5359","55300338196.4876","60048540058.0563","65420191731.2358","75419449285.5705","88769711113.5014","100578219548.867","109265998090.156","103730139800.451","93718703268.768","91753627391.3985","94617618486.9516","109047062652.828","129742885092.835","139842083345.88","135889454974.067","128619265106.926","126748500783.036","125781715583.047","124627415802.586","115500681102.559","120693804685.559","127885865390.088","135092318958.206","136250278912.334","139141696964.473","141190645613.646","142647633963.89","148538413039.282","163672746280.223","193356963127.798","226397652828.811","258645308685.836","302274973843.121","364719248787.692","407696278021.989","442158026358.016","477303923149.819","524669735157.077","571715272139.235","606388888607.783","617642684838.198","",
"Croatia","HRV","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25006050624.9626","24464314654.7576","23275076493.8771","23408784094.2875","23061900831.9476","24280671134.0768","28802120119.6978","36716323208.2597","43856634911.8795","48813043478.6113","54804479736.0408","61935965783.7187","61178444237.5979","60741551536.2589","60154155717.1628","57452857703.615","57317368614.4831","55083523902.5358","53618868219.7246","",
"Haiti","HTI","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3492848054.49362","3847659463.54653","4451353400.57207","5239570112.44982","5968804501.92962","6676537612.62915","6503799625.77749","7132208279.17825","7747492998.8248","8363586697.21987","8673896966.94725","8760668806.90746","",
